,Company,Job type,State,date Posted,Part time/full time,Min salary,Max salary,Avg_salary,Posting_age_days,job_description
2686,Fast Track Cabs,Telesales,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Telesales role in Delhi-NCR.
Average salary: $37,740."
2687,Unexplorednh Adventure Pvt Ltd,Telesales,Uttarakhand,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Telesales role in Uttarakhand .
Average salary: $37,740."
2688,Raymond Collections,Store Helper,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Store Helper role in Andhra Pradesh .
Average salary: $37,740."
2689,Aeronav Industrial Safety Appliances,Product Development Merchandiser,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Product Development Merchandiser role in Delhi-NCR.
Average salary: $37,740."
2690,Richa Processing Mill Private Limited,Textile Designer,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Textile Designer role in Delhi-NCR.
Average salary: $37,740."
2691,Ragini Ahuja,Textile Pattern Designer,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Textile Pattern Designer role in Delhi-NCR.
Average salary: $37,740."
2692,Dharmaj Technologies,Schiffli Designer- Textile (Lasser Embroidery Machine),Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Schiffli Designer- Textile (Lasser Embroidery Machine) role in Gujarat .
Average salary: $37,740."
2693,Super Glitz,Production Manager,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Production Manager role in Delhi-NCR.
Average salary: $37,740."
2694,King Industries,Customer Relationship Manager,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Customer Relationship Manager role in Delhi-NCR.
Average salary: $37,740."
2695,Maheshwari Garment,Merchant Executive,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Merchant Executive role in Gujarat .
Average salary: $37,740."
2696,Unifab Engineering Project Private Limited,Production Engineer,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Production Engineer role in Maharashtra .
Average salary: $37,740."
2697,The Nailsome Studio,Fashion Designer,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Fashion Designer role in Delhi-NCR.
Average salary: $37,740."
2698,Hire Hubb,CNC Milling Operator,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"CNC Milling Operator role in Tamil Nadu .
Average salary: $37,740."
2699,AARADHANA TECHNOLOGY SYSTEMS,CNC Milling Operator,Rajasthan,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"CNC Milling Operator role in Rajasthan .
Average salary: $37,740."
2700,AJS Marketing,CNC Router Operator,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"CNC Router Operator role in Maharashtra .
Average salary: $37,740."
2701,Sai Laser Tech,CNC Router Operator,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"CNC Router Operator role in Maharashtra .
Average salary: $37,740."
2702,Talentcareerhub,Milling Machine Operator,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Milling Machine Operator role in Delhi-NCR.
Average salary: $37,740."
2703,M/S K.N.B Enterprises,Milling Machine Operator,Uttar Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Milling Machine Operator role in Uttar Pradesh .
Average salary: $37,740."
2704,Tool Tech Industries,Milling Machine Operator,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Milling Machine Operator role in Tamil Nadu .
Average salary: $37,740."
2705,Mary Engineering Works,CNC Lathe Operator,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"CNC Lathe Operator role in Maharashtra .
Average salary: $37,740."
2706,Shree Engineers,CNC Lathe Operator,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"CNC Lathe Operator role in Maharashtra .
Average salary: $37,740."
2707,Superflow Pumps Pvt. Ltd.,CNC Lathe Operator,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"CNC Lathe Operator role in Maharashtra .
Average salary: $37,740."
2708,Parle Elizabeth Tools Private Limited,VMC Programmer,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"VMC Programmer role in Gujarat .
Average salary: $37,740."
2709,Novina Die Works,Machine Operator / Machinist,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Machine Operator / Machinist role in Maharashtra .
Average salary: $37,740."
2710,Asta Vinayak Businss Corporation,Machine Operator / Machinist,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Machine Operator / Machinist role in Gujarat .
Average salary: $37,740."
2711,Teamlease Services Limited,Machine Operator / Machinist,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Machine Operator / Machinist role in Karnataka .
Average salary: $37,740."
2712,The Belgian Waffle Co,Waiter / Steward,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Maharashtra .
Average salary: $37,740."
2713,Maddyâ€™S Kitchen,Waiter / Steward,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Gujarat .
Average salary: $37,740."
2714,Sri Ganesh Caterers,Waiter / Steward,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Karnataka .
Average salary: $37,740."
2715,Disang Restaurant,Waiter / Steward,Assam,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Assam .
Average salary: $37,740."
2716,Ghar Se,Waiter / Steward,Chhattisgarh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Chhattisgarh .
Average salary: $37,740."
2717,Global Maintenanace Services Pvt Ltd,Waiter / Steward,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Maharashtra .
Average salary: $37,740."
2718,Agarwal Event And Manpower Services,Waiter / Steward,Rajasthan,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Rajasthan .
Average salary: $37,740."
2719,Kabab Mehak,Waiter / Steward,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Karnataka .
Average salary: $37,740."
2720,Waays Live Solutions Private Limited,Waiter / Steward,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Karnataka .
Average salary: $37,740."
2721," ""Simply Asia"" Through Proprietor Mrs. Kavita Siddharth Redkar ",Waiter / Steward,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Maharashtra .
Average salary: $37,740."
2722,Masalebaz Mejvani,Waiter / Steward,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Maharashtra .
Average salary: $37,740."
2723,Mood Bakers,Waiter / Steward,Uttar Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Uttar Pradesh .
Average salary: $37,740."
2724,Urban Chaupal Restaurant,Waiter / Steward,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Karnataka .
Average salary: $37,740."
2725,Purred @ Charlie's,Waiter / Steward,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Karnataka .
Average salary: $37,740."
2726,Layam,Painter,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Painter role in Tamil Nadu .
Average salary: $37,740."
2727,The Janson Enterprises,Painter,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Painter role in Delhi-NCR.
Average salary: $37,740."
2728,Muthoot Finance,Marketing Manager,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Marketing Manager role in Andhra Pradesh .
Average salary: $37,740."
2729,Leadtek Industries Llp,Painting Supervisor,Orissa,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Painting Supervisor role in Orissa .
Average salary: $37,740."
2730,Ideal Fastener India Pvt Ltd,Painting Supervisor,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Painting Supervisor role in Tamil Nadu .
Average salary: $37,740."
2731,Mangal infotech,Spray Painter,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Spray Painter role in Delhi-NCR.
Average salary: $37,740."
2732,S M Chillers India,Welder / Helper,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Welder / Helper role in Delhi-NCR.
Average salary: $37,740."
2733,Armatic Engineering      Private Limited,Automobile painter,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Automobile painter role in Karnataka .
Average salary: $37,740."
2734,Shubham Extrusion Machines,Spray Painter,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Spray Painter role in Gujarat .
Average salary: $37,740."
2735,Ensys Building Solutions,Sales Executive,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Sales Executive role in Andhra Pradesh .
Average salary: $37,740."
2736,InstaMart,Picker / Packer,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Picker / Packer role in Maharashtra .
Average salary: $37,740."
2737,InstaMart,Picker Packer,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Picker Packer role in Maharashtra .
Average salary: $37,740."
2738,InstaMart,Picker / Packer,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Picker / Packer role in Tamil Nadu .
Average salary: $37,740."
2739,Swiggy,Picker / Packer,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Picker / Packer role in Karnataka .
Average salary: $37,740."
2740,InstaMart,Picker / Packer,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Picker / Packer role in Maharashtra .
Average salary: $37,740."
2741,InstaMart,Picker / Packer,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Picker / Packer role in Maharashtra .
Average salary: $37,740."
2742,InstaMart,Picker Packer,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Picker Packer role in Maharashtra .
Average salary: $37,740."
2743,InstaMart,Picker / Packer,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Picker / Packer role in Maharashtra .
Average salary: $37,740."
2744,InstaMart,Picker / Packer,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Picker / Packer role in Maharashtra .
Average salary: $37,740."
2745,Swiggy,Picker / Packer,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Picker / Packer role in Karnataka .
Average salary: $37,740."
2746,InstaMart,Picker / Packer,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Picker / Packer role in Maharashtra .
Average salary: $37,740."
2747,Teamlease Services Limited,Picker / Packer,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Picker / Packer role in Andhra Pradesh .
Average salary: $37,740."
2748,InstaMart,Picker / Packer,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Picker / Packer role in Maharashtra .
Average salary: $37,740."
2749,InstaMart,Picker Packer,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Picker Packer role in Maharashtra .
Average salary: $37,740."
2750,Serveguy Services,AC-HVAC Technician,Orissa,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AC-HVAC Technician role in Orissa .
Average salary: $37,740."
2751,Cool Point Service Hub,AC-HVAC Technician,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AC-HVAC Technician role in Delhi-NCR.
Average salary: $37,740."
2752,M/S - S K Refrigereation Works,AC-HVAC Technician,Uttar Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AC-HVAC Technician role in Uttar Pradesh .
Average salary: $37,740."
2753,Mannu Bhai Service Expert,AC-HVAC Technician,Chhattisgarh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AC-HVAC Technician role in Chhattisgarh .
Average salary: $37,740."
2754,DLS Aircon,AC-HVAC Technician,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AC-HVAC Technician role in Maharashtra .
Average salary: $37,740."
2755,Ambient HVAC Solutions,AC-HVAC Technician,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AC-HVAC Technician role in Maharashtra .
Average salary: $37,740."
2756,Dewlite Enterprises Private Limited,AC-HVAC Technician,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AC-HVAC Technician role in Tamil Nadu .
Average salary: $37,740."
2757,We Have Solution,Refrigerator Technician,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Refrigerator Technician role in Delhi-NCR.
Average salary: $37,740."
2758,SSJ Maria Agencies,RO Technician,Puducherry,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"RO Technician role in Puducherry .
Average salary: $37,740."
2759,Swajal Water Private Limited,RO Technician,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"RO Technician role in Delhi-NCR.
Average salary: $37,740."
2760,Priya S Aqua Ro Water Solutions,RO Technician,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"RO Technician role in Andhra Pradesh .
Average salary: $37,740."
2761,Euro Fores Marketing,RO Technician,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"RO Technician role in Delhi-NCR.
Average salary: $37,740."
2762,Appliance Care India,RO Technician,Rajasthan,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"RO Technician role in Rajasthan .
Average salary: $37,740."
2763,Times Enterprises,RO Technician,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"RO Technician role in Delhi-NCR.
Average salary: $37,740."
2764,Supreme Kitchen Equipments,Electrical Technician,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Electrical Technician role in Maharashtra .
Average salary: $37,740."
2765,Quantum Care,Electrician,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Electrician role in Delhi-NCR.
Average salary: $37,740."
2766,Smart Engineering,Assembly Fitter,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Assembly Fitter role in Tamil Nadu .
Average salary: $37,740."
2767,Hi-Tech Sales and Services,Cooktop / Hob/ Chimney Technician,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Cooktop / Hob/ Chimney Technician role in Gujarat .
Average salary: $37,740."
2768,UM Facility Services,Mechanical Technician,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Mechanical Technician role in Andhra Pradesh .
Average salary: $37,740."
2769,Paris Enterprise,AC Technician,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AC Technician role in Gujarat .
Average salary: $37,740."
2770,Shlok Refrigeration,Helper,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Helper role in Maharashtra .
Average salary: $37,740."
2771,BP Enterprises,AC Technician,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AC Technician role in Tamil Nadu .
Average salary: $37,740."
2772,Onsitego,AC Technician,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AC Technician role in Gujarat .
Average salary: $37,740."
2773,Aman Refrigeration,AC Technician,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AC Technician role in Delhi-NCR.
Average salary: $37,740."
2774,Serveguy Services,AC-HVAC Technician,Orissa,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AC-HVAC Technician role in Orissa .
Average salary: $37,740."
2775,Hnre Solutions Private Limited,Administrator Cum Graphic Designer,Kerela,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Administrator Cum Graphic Designer role in Kerela .
Average salary: $37,740."
2776,Euroco Multi Trade Llp,Bartender,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Bartender role in Maharashtra .
Average salary: $37,740."
2777,GLR Hills,Bartender,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Bartender role in Maharashtra .
Average salary: $37,740."
2778,It Infotech,Bartender,West Bengal,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Bartender role in West Bengal .
Average salary: $37,740."
2779,Indus Flavour,Bartender,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Bartender role in Delhi-NCR.
Average salary: $37,740."
2780,Ace Hospitality & Consulting,Bartender,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Bartender role in Karnataka .
Average salary: $37,740."
2781,Rice Bowl,Bartender,Goa,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Bartender role in Goa.
Average salary: $37,740."
2782,Back To Source,Bartender,Chandigarh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Bartender role in Chandigarh.
Average salary: $37,740."
2783,Lite Bite Foods,Steward,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Steward role in Maharashtra .
Average salary: $37,740."
2784,Star Manpower Services,Restaurant Staff,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Restaurant Staff role in Gujarat .
Average salary: $37,740."
2785,Lite Bite Foods,Waiter,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter role in Maharashtra .
Average salary: $37,740."
2786,Jai Hind Road Builders,Tender Executive,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Tender Executive role in Maharashtra .
Average salary: $37,740."
2787,Green Shine Constructions,Construction Labour,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Construction Labour role in Tamil Nadu .
Average salary: $37,740."
2788,Tridev Overseas Talent Consultancy,Car Mechanic,Uttarakhand,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Car Mechanic role in Uttarakhand .
Average salary: $37,740."
2789,Royal Finance Career,Security Guard Supervisor,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Security Guard Supervisor role in Maharashtra .
Average salary: $37,740."
2790,J&L Enterprise,Loader And Unloader,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Loader And Unloader role in Tamil Nadu .
Average salary: $37,740."
2791,Btc World,Labour Helper/Mazdoor,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Labour Helper/Mazdoor role in Maharashtra .
Average salary: $37,740."
2792,Creative Engineers,Labour Helper/Mazdoor,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Labour Helper/Mazdoor role in Karnataka .
Average salary: $37,740."
2793,Fashion Bazaar,Labour Helper/Mazdoor,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Labour Helper/Mazdoor role in Maharashtra .
Average salary: $37,740."
2794,Cane Station,Juice Making,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Juice Making role in Tamil Nadu .
Average salary: $37,740."
2795,2Coms Consulting Pvt Ltd.,Part Making Helper,Orissa,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Part Making Helper role in Orissa .
Average salary: $37,740."
2796,M/S S C Enterprise (Cheesiano Pizza). Mrs. Sumana Chowdhury,Pizza Chef/Maker,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Pizza Chef/Maker role in Maharashtra .
Average salary: $37,740."
2797,Tossin Pizza,Kitchen Staff,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Kitchen Staff role in Delhi-NCR.
Average salary: $37,740."
2798,Benmed Laboratories,Area Sales Manager,West Bengal,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Area Sales Manager role in West Bengal .
Average salary: $37,740."
2799,SPRS Solutions,Area Sales Executive,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Area Sales Executive role in Andhra Pradesh .
Average salary: $37,740."
2800,Elliots Caffe,Continental Cook,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Continental Cook role in Tamil Nadu .
Average salary: $37,740."
2801,La Farina Bianco,Pizza Chef,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Pizza Chef role in Karnataka .
Average salary: $37,740."
2802,Falam,Continental Cook,West Bengal,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Continental Cook role in West Bengal .
Average salary: $37,740."
2803,The Brew Moon Cafe,Kitchen Helper,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Kitchen Helper role in Karnataka .
Average salary: $37,740."
2804,Argo Foods,Cook / Chef,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Cook / Chef role in Karnataka .
Average salary: $37,740."
2805,"Kapoor'S Kitchen Centre,Prop.Sonika Khatri",Chef,Orissa,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Chef role in Orissa .
Average salary: $37,740."
2806,Lucky N Co.,Cook / Chef,Punjab,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Cook / Chef role in Punjab .
Average salary: $37,740."
2807,Urban Money Private Limited,Telecaller,West Bengal,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Telecaller role in West Bengal .
Average salary: $37,740."
2808,Klay Preschools,Caregiver,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Caregiver role in Maharashtra .
Average salary: $37,740."
2809,Life Circle Health Services Private Limited,Caregiver,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Caregiver role in Andhra Pradesh .
Average salary: $37,740."
2810,Supra Montessori School,Maid,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Maid role in Karnataka .
Average salary: $37,740."
2811,AVG Corporate Consultants,Montessori Teacher,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Montessori Teacher role in Karnataka .
Average salary: $37,740."
2812,Legup,Telecaller,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Telecaller role in Karnataka .
Average salary: $37,740."
2813,Linus Furnitures,Carpenter,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Carpenter role in Maharashtra .
Average salary: $37,740."
2814,Royaloak Incorporation Private Limited,Furniture Carpenter,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Furniture Carpenter role in Tamil Nadu .
Average salary: $37,740."
2815,Dreamkey Interiors,Carpenter,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Carpenter role in Andhra Pradesh .
Average salary: $37,740."
2816,Kishna Interiors,Carpenter Foreman,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Carpenter Foreman role in Delhi-NCR.
Average salary: $37,740."
2817,Orbit Project Consultants India Private Limited,Carpenter,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Carpenter role in Delhi-NCR.
Average salary: $37,740."
2818,Kanika Furniture,Modular Furniture Operator,Orissa,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Modular Furniture Operator role in Orissa .
Average salary: $37,740."
2819,Studio Digiarch,Carpenter,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Carpenter role in Maharashtra .
Average salary: $37,740."
2820,Pooja Home Furniture Interior,Furniture Carpenter,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Furniture Carpenter role in Maharashtra .
Average salary: $37,740."
2821,Blossom Stayz,Carpenter,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Carpenter role in Delhi-NCR.
Average salary: $37,740."
2822,Shree Ganesh Steel and Wooden Furniture,Furniture Carpenter,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Furniture Carpenter role in Maharashtra .
Average salary: $37,740."
2823,Innards Studio,Carpenter,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Carpenter role in Delhi-NCR.
Average salary: $37,740."
2824,Iiwa Properties and Interiors,Carpenter,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Carpenter role in Karnataka .
Average salary: $37,740."
2825,Sundram Infra,Carpenter,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Carpenter role in Maharashtra .
Average salary: $37,740."
2826,Dhenukirti Hospitality LLP,Carpenter,Goa,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Carpenter role in Goa.
Average salary: $37,740."
2827,Mangal infotech,Spray Painter,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Spray Painter role in Delhi-NCR.
Average salary: $37,740."
2828,Shubham Extrusion Machines,Spray Painter,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Spray Painter role in Gujarat .
Average salary: $37,740."
2829,Motoshine,Car Painter,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Car Painter role in Karnataka .
Average salary: $37,740."
2830,GI Staffing Services,Automobile painter,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Automobile painter role in Maharashtra .
Average salary: $37,740."
2831,Armatic Engineering      Private Limited,Automobile painter,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Automobile painter role in Karnataka .
Average salary: $37,740."
2832,RN Cabs,Painter,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Painter role in Maharashtra .
Average salary: $37,740."
2833,Shree Ganesh Steel Industries,Painter,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Painter role in Gujarat .
Average salary: $37,740."
2834,Layam,Painter,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Painter role in Tamil Nadu .
Average salary: $37,740."
2835,Sandhya Interiors,Painter,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Painter role in Delhi-NCR.
Average salary: $37,740."
2836,The Janson Enterprises,Painter,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Painter role in Delhi-NCR.
Average salary: $37,740."
2837,Sam Trading Corporation,Structural Painter,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Structural Painter role in Gujarat .
Average salary: $37,740."
2838,Blue Balcony Private Limited,Furniture Polisher,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Furniture Polisher role in Delhi-NCR.
Average salary: $37,740."
2839,Detailing Devils India Private Limited,PPF Applicator Executive,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"PPF Applicator Executive role in Delhi-NCR.
Average salary: $37,740."
2840,Goodmaids Services Private Limited,House Cleaner,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"House Cleaner role in Maharashtra .
Average salary: $37,740."
2841,Ornategemsindia,House Cleaner,Madhya Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"House Cleaner role in Madhya Pradesh .
Average salary: $37,740."
